央视卫视,#genre#
CCTV8K,http://117.148.130.102/PLTV/88888888/224/3221233350/index.m3u8
CCTV1,http://117.148.179.135/PLTV/88888888/224/3221233151/index.m3u8
CCTV2,http://117.148.179.135/PLTV/88888888/224/3221233071/index.m3u8
CCTV3,http://117.148.179.135/PLTV/88888888/224/3221231682/index.m3u8
CCTV4,http://117.148.179.135/PLTV/88888888/224/3221231615/index.m3u8
CCTV6,http://117.148.179.135/PLTV/88888888/224/3221231724/index.m3u8
CCTV7,http://117.148.179.135/PLTV/88888888/224/3221231633/index.m3u8
CCTV8,http://117.148.179.135/PLTV/88888888/224/3221231694/index.m3u8
CCTV9,http://117.148.179.135/PLTV/88888888/224/3221231697/index.m3u8
CCTV10,http://117.148.179.135/PLTV/88888888/224/3221231666/index.m3u8
CCTV11,http://117.148.179.135/PLTV/88888888/224/3221231711/index.m3u8
CCTV12,http://117.148.179.135/PLTV/88888888/224/3221231660/index.m3u8
CCTV13,http://117.148.179.135/PLTV/88888888/224/3221231636/index.m3u8
CCTV15,http://117.148.179.135/PLTV/88888888/224/3221231693/index.m3u8
CCTV17,http://117.148.179.135/PLTV/88888888/224/3221231772/index.m3u8
CCTV4K,http://117.148.179.135/PLTV/88888888/224/3221233400/index.m3u8
CCTV8K,http://117.148.179.135/PLTV/88888888/224/3221233350/index.m3u8
CCTV1,http://117.148.179.155:80/PLTV/88888888/224/3221231468/index.m3u8
CCTV2,http://117.148.179.156:80/PLTV/88888888/224/3221232362/index.m3u8
CCTV3,http://117.148.179.183:80/PLTV/88888888/224/3221231682/index.m3u8
CCTV4,http://117.148.179.182:80/PLTV/88888888/224/3221231726/index.m3u8
CCTV6,http://117.148.179.153:80/PLTV/88888888/224/3221231724/index.m3u8
CCTV7,http://117.148.179.160:80/PLTV/88888888/224/3221231633/index.m3u8
CCTV8,http://117.148.179.160:80/PLTV/88888888/224/3221231694/index.m3u8
CCTV9,http://117.148.179.162:80/PLTV/88888888/224/3221231697/index.m3u8
CCTV10,http://117.148.179.175:80/PLTV/88888888/224/3221231666/index.m3u8
CCTV11,http://117.148.179.164:80/PLTV/88888888/224/3221231711/index.m3u8
CCTV12,http://117.148.179.150:80/PLTV/88888888/224/3221231660/index.m3u8
CCTV13,http://117.148.179.182:80/PLTV/88888888/224/3221231636/index.m3u8
CCTV15,http://117.148.179.169:80/PLTV/88888888/224/3221231693/index.m3u8
CCTV17,http://117.148.179.167:80/PLTV/88888888/224/3221231772/index.m3u8
CCTV1,http://117.148.179.155/PLTV/88888888/224/3221231468/index.m3u8
CCTV2,http://117.148.179.156/PLTV/88888888/224/3221232362/index.m3u8
CCTV3,http://117.148.179.183/PLTV/88888888/224/3221231682/index.m3u8
CCTV4,http://117.148.179.182/PLTV/88888888/224/3221231726/index.m3u8
CCTV6,http://117.148.179.153/PLTV/88888888/224/3221231724/index.m3u8
CCTV7,http://117.148.179.160/PLTV/88888888/224/3221231633/index.m3u8
CCTV8,http://117.148.179.160/PLTV/88888888/224/3221231694/index.m3u8
CCTV9,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
CCTV10,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV11,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV12,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV13,http://117.148.179.182/PLTV/88888888/224/3221231636/index.m3u8
CCTV15,http://117.148.179.169/PLTV/88888888/224/3221231693/index.m3u8
CCTV17,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
CCTV1,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/index.m3u8
CCTV2,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/index.m3u8
CCTV3,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
CCTV4,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/index.m3u8
CCTV6,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/index.m3u8
CCTV7,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/index.m3u8
CCTV8,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
CCTV9,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/index.m3u8
CCTV10,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/index.m3u8
CCTV12,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/index.m3u8
CCTV17,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226198/index.m3u8
CCTV1,http://39.134.67.226/PLTV/88888888/224/3221225816/index.m3u8
CCTV3,http://39.134.67.226/PLTV/88888888/224/3221225799/index.m3u8
CCTV7,http://39.134.67.226/PLTV/88888888/224/3221225671/index.m3u8
CCTV9,http://39.134.67.226/PLTV/88888888/224/3221225676/index.m3u8
CCTV10,http://39.134.67.226/PLTV/88888888/224/3221225677/index.m3u8
CCTV11,http://39.134.67.226/PLTV/88888888/224/3221225517/index.m3u8
CCTV12,http://39.134.67.226/PLTV/88888888/224/3221225669/index.m3u8
CCTV13,http://39.134.67.226/PLTV/88888888/224/3221225812/index.m3u8
CCTV15,http://39.134.67.226/PLTV/88888888/224/3221225513/index.m3u8
CCTV17,http://39.134.67.226/PLTV/88888888/224/3221225708/index.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225643/index.m3u8
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225634/index.m3u8
CCTV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225632/index.m3u8
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225624/index.m3u8
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225631/index.m3u8
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225636/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8
CCTV1,http://39.134.115.163:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV1,http://39.134.116.30:8080/PLTV/88888888/224/3221225918/index.m3u8
CCTV2,http://39.134.116.30:8080/PLTV/88888888/224/3221225643/index.m3u8
CCTV3,http://39.134.116.30:8080/PLTV/88888888/224/3221225647/index.m3u8
CCTV6,http://39.134.116.30:8080/PLTV/88888888/224/3221225650/index.m3u8
CCTV7,http://39.134.116.30:8080/PLTV/88888888/224/3221225644/index.m3u8
CCTV8,http://39.134.116.30:8080/PLTV/88888888/224/3221225635/index.m3u8
CCTV9,http://39.134.116.30:8080/PLTV/88888888/224/3221225646/index.m3u8
CCTV10,http://39.134.116.30:8080/PLTV/88888888/224/3221225627/index.m3u8
CCTV11,http://39.134.116.30:8080/PLTV/88888888/224/3221225628/index.m3u8
CCTV12,http://39.134.116.30:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV13,http://39.134.116.30:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV15,http://39.134.116.30:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV17,http://39.134.116.30:8080/PLTV/88888888/224/3221225908/index.m3u8
CCTV1,http://39.135.138.59:18890/PLTV/88888888/224/3221225618/index.m3u8
CCTV2,http://39.135.138.59:18890/PLTV/88888888/224/3221225643/index.m3u8
CCTV3,http://39.135.138.59:18890/PLTV/88888888/224/3221225647/index.m3u8
CCTV4,http://39.135.138.59:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888888/224/3221225650/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888888/224/3221225757/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888888/224/3221225646/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888888/224/3221225636/index.m3u8
CCTV11,http://39.135.138.59:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888888/224/3221225637/index.m3u8
CCTV15,http://39.135.138.59:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV17,http://39.135.138.59:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV1,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv1hd/4000000/mnf.m3u8
CCTV3,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv3hd/4000000/mnf.m3u8
CCTV6,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv6hd/4000000/mnf.m3u8
CCTV8,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv8hd/4000000/mnf.m3u8
CCTV10,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv10hd/4000000/mnf.m3u8
CCTV1,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv1/1.m3u8
CCTV2,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv2/index.m3u8
CCTV3,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv3/index.m3u8
CCTV6,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv6/index.m3u8
CCTV7,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv7/index.m3u8
CCTV8,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv8/index.m3u8
CCTV9,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv9/index.m3u8
CCTV10,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv10/index.m3u8
CCTV12,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv12/index.m3u8
CCTV17,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv17/index.m3u8
CCTV1,http://39.135.138.59:18890/PLTV/88888888/224/3221226225/index.m3u8
CCTV2,http://39.135.138.59:18890/PLTV/88888888/224/3221225643/index.m3u8
CCTV3,http://39.135.138.59:18890/PLTV/88888888/224/3221225647/index.m3u8
CCTV4,http://39.135.138.59:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888888/224/3221225650/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888888/224/3221225644/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888888/224/3221225646/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888888/224/3221225636/index.m3u8
CCTV11,http://39.135.138.59:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888888/224/3221225637/index.m3u8
CCTV13,http://39.135.138.59:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV15,http://39.135.138.59:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV17,http://39.135.138.59:18890/PLTV/88888888/224/3221225909/index.m3u8
CCTV3,http://111.40.196.27/PLTV/88888888/224/3221225588/index.m3u8
CCTV6,http://111.40.196.27/PLTV/88888888/224/3221225590/index.m3u8
CCTV8,http://111.40.196.27/PLTV/88888888/224/3221225592/index.m3u8
CCTV11,http://111.40.196.27/PLTV/88888888/224/3221225496/index.m3u8
CCTV13,http://111.40.196.9/PLTV/88888888/224/3221225504/index.m3u8
CCTV13,http://111.40.196.27/PLTV/88888888/224/3221225504/index.m3u8
CCTV15,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8
CCTV10,http://39.134.116.30/PLTV/88888888/224/3221225627/index.m3u8
CCTV13,http://39.134.116.30/PLTV/88888888/224/3221225638/index.m3u8
CCTV17,http://39.134.116.30/PLTV/88888888/224/3221225908/index.m3u8
CCTV1,http://183.207.248.35/PLTV/3/224/3221227431/index.m3u8
CCTV4,http://183.207.248.15:80/PLTV/3/224/3221225534/index.m3u8
CCTV8,http://183.207.248.35/PLTV/3/224/3221227205/index.m3u8
CCTV4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV1,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
CCTV13,http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
CCTV1,http://39.135.55.105:6610/PLTV/88888888/224/3221226995/index.m3u8?servicetype=1
CCTV2,http://39.135.55.105:6610/PLTV/88888888/224/3221226915/index.m3u8?servicetype=1
CCTV3,http://39.135.55.105:6610/PLTV/88888888/224/3221227055/index.m3u8?servicetype=1
CCTV4,http://39.135.55.105:6610/PLTV/88888888/224/3221226968/index.m3u8?servicetype=1
CCTV6,http://39.135.55.105:6610/PLTV/88888888/224/3221227137/index.m3u8?servicetype=1
CCTV7,http://39.135.55.105:6610/PLTV/88888888/224/3221226972/index.m3u8?servicetype=1
CCTV8,http://39.135.55.105:6610/PLTV/88888888/224/3221227174/index.m3u8?servicetype=1
CCTV9,http://39.135.55.105:6610/PLTV/88888888/224/3221225929/index.m3u8?servicetype=1
CCTV10,http://39.135.55.105:6610/PLTV/88888888/224/3221226976/index.m3u8?servicetype=1
CCTV11,http://39.135.55.105:6610/PLTV/88888888/224/3221226927/index.m3u8?servicetype=1
CCTV12,http://39.135.55.105:6610/PLTV/88888888/224/3221226931/index.m3u8?servicetype=1
CCTV13,http://39.135.55.105:6610/PLTV/88888888/224/3221225817/index.m3u8?servicetype=1
CCTV15,http://39.135.55.105:6610/PLTV/88888888/224/3221226989/index.m3u8?servicetype=1
CCTV17,http://39.135.55.105:6610/PLTV/88888888/224/3221226986/index.m3u8?servicetype=1
CCTV4K,http://39.135.55.105:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1
CCTV1,http://39.134.66.4/PLTV/88888888/224/3221225816/index.m3u8
CCTV3,http://39.134.66.4/PLTV/88888888/224/3221225799/index.m3u8
CCTV8,http://39.134.66.4/PLTV/88888888/224/3221225795/index.m3u8
CCTV9,http://39.134.66.4/PLTV/88888888/224/3221225676/index.m3u8
CCTV10,http://39.134.66.4/PLTV/88888888/224/3221225677/index.m3u8
CCTV11,http://39.134.66.4/PLTV/88888888/224/3221225517/index.m3u8
CCTV12,http://39.134.66.4/PLTV/88888888/224/3221225669/index.m3u8
CCTV13,http://39.134.66.4/PLTV/88888888/224/3221225812/index.m3u8
CCTV15,http://39.134.66.4/PLTV/88888888/224/3221225513/index.m3u8
CCTV16,http://39.134.66.4/PLTV/88888888/224/3221225893/index.m3u8
CCTV17,http://39.134.66.4/PLTV/88888888/224/3221225708/index.m3u8
卫视频道,#genre#
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰中文,http://iptv.tvfix.org/hls/fhzw.m3u8
凤凰资讯,http://iptv.tvfix.org/hls/fhzx.m3u8
翡翠台,http://iptv.tvfix.org/hls/jade.m3u8
翡翠台,http://iptv.tvfix.org/hls/jadehk_v.m3u8
明珠台,http://iptv.tvfix.org/hls/pearl.m3u8
无线新闻,http://iptv.tvfix.org/hls/inews2.m3u8
无线新闻,http://iptv.tvfix.org/hls/inews.m3u8
TVBS新闻台,http://iptv.tvfix.org/hls/viutv2.m3u8
TVBS新闻台,http://iptv.tvfix.org/hls/tvbsnews_v.m3u8  
凤凰电影,http://iptv.tvfix.org/hls/fhdy.m3u8
凤凰中文,http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1
凤凰资讯,http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1
无线新闻,http://livesec.mudu.tv/watch/0t5ejs.m3u8
CNC中文,http://39.135.138.58:18890/PLTV/88888888/224/3221225694/1.m3u8
凤凰中文,http://117.169.120.130:8080/live/fhchinese/1.m3u8
凤凰资讯,http://117.169.120.130:8080/live/fhzixun/1.m3u8
凤凰中文,http://117.169.120.138:8080/live/fhchinese/index.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/index.m3u8
凤凰中文,http://117.169.120.140:8080/live/fhchinese/1.m3u8
凤凰资讯,http://117.169.120.140:8080/live/fhzixun/1.m3u8
凤凰中文,http://117.169.120.143:8080/live/fhchinese/1.m3u8
凤凰资讯,http://117.169.120.146:8080/live/fhzixun/1.m3u8
凤凰中文,http://117.169.120.143:8080/live/fhchinese/index.m3u8
凤凰资讯,http://117.169.120.143:8080/live/fhzixun/index.m3u8
凤凰中文,http://117.169.120.144:8080/live/fhchinese/index.m3u8
凤凰资讯,http://117.169.120.144:8080/live/fhzixun/index.m3u8
凤凰中文,http://117.169.120.145:8080/live/fhchinese/1.m3u8
凤凰资讯,http://117.169.120.145:8080/live/fhzixun/1.m3u8
凤凰中文,http://183.207.249.35/PLTV/3/224/3221226922/index.m3u8
凤凰资讯,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰中文,http://183.207.249.34/PLTV/3/224/3221226922/index.m3u8
凤凰资讯,http://183.207.249.34/PLTV/3/224/3221226923/index.m3u8
凤凰香港,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
凤凰中文,http://183.207.248.35/PLTV/3/224/3221226922/index.m3u8
江西新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225615/index.m3u8?fmt=ts2hls
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8
江西经济生活,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226206/index.m3u8?fmt=ts2hls
南昌新闻综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226223/index.m3u8
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225702/index.m3u8
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225674/index.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225659/index.m3u8
浙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225703/index.m3u8
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225700/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8
湖北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225699/index.m3u8
纯享4K,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
江西卫视,http://tlivectfree-cdn.ysp.cctv.cn/F293EDD1D45F02E9F6432C1719993F4E1D0CDC127B68051069736F2208EF073D76C2956B9F4E2DF4B4DFB048C91BE148A3A936751D54C2766D10E9DF4F1A3BEC7E9E7901D5F2CD729A564DC6F87821428CB8B84B92A057B2D1122BF99EE50F0C56B899235A7970B3843AEFCD36B34A140A20660F76AF3517A4D8DA2EDF2E73AA749D360FA0854ABAE4124DF9D8D1F65F/2000294103.m3u8?from=player&svrtime=1647568351&pid=600001800&cdn=5505
江苏卫视,http://tlivectfree-cdn.ysp.cctv.cn/C5CD44514A056E738ABCC7C7C03597AA853870A4DC12DC08D5F3C890A124432347650F1F232BC2F940743BC7F950B1676AC2CD9690CF1684FA4B0162C8B3ED57906F28FF3F65DB451FB6E6AA6B29635462521696B1D1214EBF60CE15693831AED070B4117E031F634D8872572C4781AC9F59FFB225C6AA8F829F4AE193BC1BFD841B4D2F0AB073F19556CC752D0E8A68/2000295603.m3u8?from=player&svrtime=1647568159&pid=600001800&cdn=5505
北京卫视,http://tlivectfree-cdn.ysp.cctv.cn/A753E14FC1F33DB3ADBC25D1AE486397B7F1057B7E0BB9F29AD093075D902EBBFE0F94ABF7B71AB5A76670DC8BCD6035B272A150994D3E7618DB48925AC4A3C18A316A90E3227EE0DB60D4B1303F94B33F4248D2E5BD56DDA96F07979A379E99B870381B26B3541F8AF1E34CBDA1600FC307EA8D76DDDE28D9AC567F5CA1390FD0FD7FDA42891A5244175C7CAEB3E2D8/2000272103.m3u8?from=player&svrtime=1647568067&pid=600001800&cdn=5505
东方卫视,http://tlivectfree-cdn.ysp.cctv.cn/F2C1EEDDE681E78BB1FB681ADF74F68591C6344A7721D0A38CBEB6B56715681A1B637774BF521110207BFA399649D4B29F8490B2A0C379D2E0838980FA23A54962C0F43AB2D6DDE59F98D670648042FDB1BA549106F899AEA7EB9627005CD6C820F93EB0B75AA987AF84421C3424D25E24436929639B276AD210E6227B72E78E85FAA1FE86BA2FD0ABFE914AEF3A7EBA/2000292403.m3u8?from=player&svrtime=1647568183&pid=600001800&cdn=5505
浙江卫视,http://tlivectfree-cdn.ysp.cctv.cn/F8A5C0C368AF67DC4D79D6F4F0FA1965D1FFBAB24E167BAB4B34E7EE9B9EA3C1464B7F14194AF19D5295F79F771E150661DD3152C8C984B33FD75155EB93308123CF12D805DFBD1F5BA56994AEB90E8A8EC498C1B7594D5E4CE5340A544954883488A46A178922FF0C905F856D32534B5B84D726075E7F8C28EE535C2F1425E77239F0339E628D3DF921D39E3E8BA080/2000295503.m3u8?from=player&svrtime=1647568132&pid=600001800&cdn=5505
